lineage,precision,recall,f1_score,support
B.1.1.126,1.0,1.0,1.0,9
B.1.259,0.2857142857142857,0.2857142857142857,0.2857142857142857,7
B.1.290,0.35714285714285715,0.42857142857142855,0.38099999999999995,7
B.1.327,0.3125,0.375,0.333375,8
C.10,0.25,0.25,0.25,2
A.12,0.9,1.0,0.9334,5
B.1.1.28,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
B.1.1.90,0.7142857142857143,0.7142857142857143,0.7142857142857143,7
B.1.135,0.8125,0.875,0.833375,8
B.1.279,0.8333333333333334,0.8333333333333334,0.8333333333333334,6
B.47,0.6,0.6,0.6,5
B.50,0.5,0.5,0.5,6
B.1.1.91,0.8,0.8,0.8,5
B.1.80,0.0,0.0,0.0,6
B.1.1.183,0.8333333333333334,0.8333333333333334,0.8333333333333334,6
B.1.1.98,1.0,1.0,1.0,2
B.1.1.110,0.5,0.5,0.5,4
B.1.1.182,1.0,1.0,1.0,4
B.1.1.252,0.6,0.6,0.6,5
B.1.345,0.6,0.6,0.6,5
B.1.1.179,0.0,0.0,0.0,3
C.6,0.125,0.25,0.16675,3
B.1.1.114,0.0,0.0,0.0,2
macro avg,0.899909090909091,0.895,0.8883636363636364,188194
weighted avg,0.9550000000000001,0.9515454545454546,0.9507272727272728,188194
